candidate,samples,method,lwir_crop_offset_xy,rule_source,pose_set,rectify_size,stereo_rectify_alpha,stereo_rectify_flags,lwir_crop_mode,rgb_valid_ratio_mean,rgb_valid_ratio_min,lwir_valid_ratio_mean,lwir_valid_ratio_min,intersection_valid_ratio_mean,intersection_valid_ratio_min,eval_rgb_to_mm5_aligned_rgb_ncc_mean,eval_rgb_to_mm5_aligned_rgb_ncc_min,eval_lwir_to_mm5_aligned_t16_ncc_mean,eval_lwir_to_mm5_aligned_t16_ncc_min,eval_lwir_to_mm5_aligned_t16_edge_distance_mean,eval_lwir_to_mm5_aligned_t16_edge_distance_min,eval_cross_rgb_lwir_ncc_mean,eval_cross_rgb_lwir_ncc_min,eval_lwir_to_mm5_aligned_t16_edge_distance_max,eval_lwir_to_mm5_aligned_t16_ncc_max,eval_rgb_to_mm5_aligned_rgb_ncc_max,raw_score_mean,raw_score_min,raw_score_max,raw_symmetric_edge_distance_mean,raw_symmetric_edge_distance_min,raw_symmetric_edge_distance_max,target_local_symmetric_edge_distance_mean,target_local_symmetric_edge_distance_min,target_local_symmetric_edge_distance_max,target_local_edge_p90_mean,target_local_edge_p90_min,target_local_edge_p90_max,edge_stability_score_mean,edge_stability_score_min,edge_stability_score_max,tear_risk_pixels_mean,tear_risk_pixels_min,tear_risk_pixels_max,ghost_edge_ratio_mean,ghost_edge_ratio_min,ghost_edge_ratio_max,depth_discontinuity_pixels_mean,depth_discontinuity_pixels_min,depth_discontinuity_pixels_max,support_pixels_mean,support_pixels_min,support_pixels_max,rejected_background_pixels_mean,rejected_background_pixels_min,rejected_background_pixels_max,baseline_eval_lwir_to_mm5_aligned_t16_edge_distance_mean,baseline_eval_lwir_to_mm5_aligned_t16_edge_distance_min,baseline_eval_lwir_to_mm5_aligned_t16_edge_distance_max,phase29_edge_improvement_vs_baseline_mean,phase29_edge_improvement_vs_baseline_min,phase29_edge_improvement_vs_baseline_max,phase29_oracle_edge_distance_mean,phase29_oracle_edge_distance_min,phase29_oracle_edge_distance_max,phase29_oracle_improvement_vs_selected_mean,phase29_oracle_improvement_vs_selected_min,phase29_oracle_improvement_vs_selected_max,phase29_oracle_improvement_vs_baseline_mean,phase29_oracle_improvement_vs_baseline_min,phase29_oracle_improvement_vs_baseline_max,phase29_selector_adjusted_score_mean,phase29_selector_adjusted_score_min,phase29_selector_adjusted_score_max,phase29_selector_raw_improvement_mean,phase29_selector_raw_improvement_min,phase29_selector_raw_improvement_max,phase29_selector_edge_growth_mean,phase29_selector_edge_growth_min,phase29_selector_edge_growth_max,phase29_selector_support_ratio_mean,phase29_selector_support_ratio_min,phase29_selector_support_ratio_max,phase29_selector_shift_l1_mean,phase29_selector_shift_l1_min,phase29_selector_shift_l1_max,phase29_selector_target_edge_gain_mean,phase29_selector_target_edge_gain_min,phase29_selector_target_edge_gain_max,phase29_selector_target_p90_gain_mean,phase29_selector_target_p90_gain_min,phase29_selector_target_p90_gain_max,phase29_selector_context_edge_delta_mean,phase29_selector_context_edge_delta_min,phase29_selector_context_edge_delta_max,phase29_reliability_score_mean,phase29_reliability_score_min,phase29_reliability_score_max,phase29_sample_pass_count,phase29_sample_fail_count,phase29_improved_count,phase29_regressed_count,phase29_oracle_sample_pass_count,phase29_oracle_sample_fail_count,phase29_reliability_accepted_count,phase29_reliability_improved_count,phase29_reliability_risky_pass_count,phase29_reliability_hard_ceiling_fail_count,phase29_reliability_selector_gap_fail_count,phase29_selection_uses_aligned
p29_baseline,10,p29_baseline,"[280, 115]","Phase29 candidate generated from calibration files, raw RGB/LWIR/depth, Phase24 board-affine geometry, Phase25 depth projection support, and raw-only scene reliability scoring. MM5 aligned images are evaluation-only.",,,,,board_all_median_floor,1.0,1.0,0.9317578125000001,0.9317578125,0.9317578125000001,0.9317578125,0.8846872614489661,0.8134329915046692,0.9259269568655226,0.8747290372848511,2.2407572070757547,1.2252568006515503,-0.32683644704520703,-0.5022780299186707,2.971367120742798,0.9828743934631348,1.0,18.147901648730752,12.61447493850533,41.33990212337863,9.107589569356707,3.254743367433548,32.77511623501778,8.01811967127853,2.7667346596717834,32.29391610622406,17.10272393623988,7.162499964237213,63.54716360569,3.9333142903116016,0.7786336988210678,14.867991030216217,2300.9444444444443,1014.0,4030.0,0.8532371787297885,0.6187759336099585,0.9702876906146832,2480.3333333333335,334.0,6675.0,8886.166666666666,2590.0,17247.0,1804.6666666666667,568.0,6860.0,2.897750880983141,1.3864970207214355,5.4010233879089355,0.6569936739073859,0.0,3.8161741495132446,1.6079132987393274,0.754399299621582,2.790506601333618,0.6328439083364275,0.0,1.9048599600791931,1.2898375822438135,0.045574307441711426,3.828773856163025,12.789200851373884,0.3465499999999999,24.408606406858024,-1.1942666256025491,-23.70903882740659,9.665930051516352,1.097119609659942,0.15702479338842976,4.387096774193548,1.0031271890099374,0.8500151194436045,1.485435966001337,0.25,0.0,2.0,-1.1866297506623797,-25.194965451955795,8.389615833759308,-1.9709560606214735,-47.14013534784317,15.7188720703125,1.257226405872239,-8.647603750228882,23.72916677594185,72.13450479432072,62.54810799898965,86.22184457072922,18,0,8,0,18,0,5,1,12,0,0,False
