candidate,plane_depth_mm,t_scale,lwir_cx_offset,lwir_cy_offset,max_residual_shift,aligned_id_mean,aligned_id_min,aligned_id_max,sequence_mean,sequence_min,sequence_max,target_ncc_mean,target_ncc_min,target_ncc_max,target_mi_mean,target_mi_min,target_mi_max,target_edge_distance_mean,target_edge_distance_min,target_edge_distance_max,target_valid_ratio_mean,target_valid_ratio_min,target_valid_ratio_max,raw_rgb_ncc_mean,raw_rgb_ncc_min,raw_rgb_ncc_max,raw_rgb_mi_mean,raw_rgb_mi_min,raw_rgb_mi_max,raw_rgb_edge_distance_mean,raw_rgb_edge_distance_min,raw_rgb_edge_distance_max,valid_ratio_mean,valid_ratio_min,valid_ratio_max,boundary_f1_mean,boundary_f1_min,boundary_f1_max,boundary_edge_distance_mean,boundary_edge_distance_min,boundary_edge_distance_max,boundary_precision_mean,boundary_precision_min,boundary_precision_max,boundary_recall_mean,boundary_recall_min,boundary_recall_max,residual_dx_mean,residual_dx_min,residual_dx_max,residual_dy_mean,residual_dy_min,residual_dy_max,residual_accepted_mean,residual_accepted_min,residual_accepted_max,selection_score,stage
d300_t1.48_ox8_oy4_r0,300.0,1.475,8.0,4.0,0,104.33333333333333,103.0,106.0,386.3333333333333,385.0,388.0,0.2616488089164098,0.1557149440050125,0.3714417517185211,0.5408168523284945,0.4942980503028999,0.5672442288284394,6.092369079589844,3.7467002868652344,8.174418449401855,0.838017578125,0.838017578125,0.838017578125,0.2662796080112457,0.19947071373462677,0.38631075620651245,0.1778796979381608,0.15370232557049854,0.19121011112362987,1.6684631903966267,1.3859586715698242,1.9016125202178955,0.838017578125,0.838017578125,0.838017578125,0.18623798234651892,0.17890165869201968,0.19316771985382503,1.6697094043095906,1.3859586715698242,1.9032899141311646,0.808372219980687,0.7327935222672065,0.8565022421524664,0.10526641518848129,0.10188813680085501,0.10885944401143154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26144733617262145,coarse_plane
d300_t1.45_ox8_oy-4_r0,300.0,1.45,8.0,-4.0,0,104.33333333333333,103.0,106.0,386.3333333333333,385.0,388.0,0.2599250276883443,0.18207067251205444,0.34596213698387146,0.5288003274433518,0.48386729543696316,0.5520122684888444,5.664989630381267,4.362740516662598,7.0800652503967285,0.8274533420138889,0.8274533420138889,0.8274533420138889,0.13441291203101477,0.0408095046877861,0.1982998549938202,0.19027159960267645,0.17825264434146115,0.20981259061795737,4.181341727574666,2.3885366916656494,5.923684597015381,0.8274533420138889,0.8274533420138889,0.8274533420138889,0.17892270040439825,0.15536309755264122,0.20377641365978463,4.188317775726318,2.394543170928955,5.923684597015381,0.5275256206511814,0.36503067484662577,0.6823899371069182,0.10831334424459109,0.09868186676166726,0.11977136918680177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2613212412984442,coarse_plane
d300_t1.43_ox16_oy0_r0,300.0,1.425,16.0,0.0,0,104.33333333333333,103.0,106.0,386.3333333333333,385.0,388.0,0.25877433518568677,0.17217278480529785,0.3728051483631134,0.5264508753633607,0.499750903648147,0.556778553827686,5.377322355906169,4.0248823165893555,6.285372734069824,0.8244856770833332,0.8244856770833333,0.8244856770833333,0.21158927182356516,0.11166228353977203,0.27272602915763855,0.16258771976894829,0.14194694238326194,0.18235406901561274,3.178556720415751,1.6147018671035767,4.094543933868408,0.8244856770833332,0.8244856770833333,0.8244856770833333,0.1665727002610906,0.10940559620735855,0.23062440374275803,3.1790778636932373,1.6162652969360352,4.094543933868408,0.6188500281229228,0.4817073170731707,0.7962264150943397,0.09639215817689695,0.061710677382319175,0.1348402182385035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2611615798314723,coarse_plane
d325_t1.45_ox16_oy4_r0,325.0,1.45,16.0,4.0,0,104.33333333333333,103.0,106.0,386.3333333333333,385.0,388.0,0.25944872697194415,0.14732623100280762,0.37551170587539673,0.5372349870920204,0.4968171822599,0.5649356638137017,5.798723538716634,3.6421403884887695,7.044421195983887,0.8370692274305555,0.8370692274305556,0.8370692274305556,0.2751052329937617,0.2262176275253296,0.36975398659706116,0.16912902818385708,0.14031094583771783,0.1845061995975058,1.5771679480870564,1.2487874031066895,1.8662887811660767,0.8370692274305555,0.8370692274305556,0.8370692274305556,0.188084399785171,0.15856395448567673,0.23120498670723838,1.578234076499939,1.250653624534607,1.8662887811660767,0.8382872196232505,0.8038585209003215,0.8963963963963963,0.10649938478818775,0.0878300803673938,0.1350195938724617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2609223550835039,coarse_plane
d325_t1.48_ox16_oy4_r0,325.0,1.475,16.0,4.0,0,104.33333333333333,103.0,106.0,386.3333333333333,385.0,388.0,0.2591117074092229,0.14763326942920685,0.3789330720901489,0.5348104117936473,0.49792414338025043,0.5623584891384327,5.598372618357341,3.6559720039367676,6.7402424812316895,0.8353559027777778,0.8353559027777778,0.8353559027777778,0.27705954511960346,0.22975651919841766,0.3598073124885559,0.16525241340452398,0.13563247875461762,0.1812114202532525,1.802979310353597,1.055030345916748,2.433826446533203,0.8353559027777778,0.8353559027777778,0.8353559027777778,0.1720429837646145,0.14783450751148264,0.1875645750542467,1.8048631350199382,1.0570220947265625,2.435171604156494,0.8065851746019344,0.685064935064935,0.9134615384615384,0.09672373021394083,0.0812284730195178,0.10865692910580692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26086414147699194,coarse_plane
d300_t1.43_ox8_oy-4_r0,300.0,1.425,8.0,-4.0,0,104.33333333333333,103.0,106.0,386.3333333333333,385.0,388.0,0.2580275932947795,0.18346025049686432,0.3442119359970093,0.5298186607316486,0.48243565782092734,0.55541433970558,5.567641258239746,4.17219877243042,7.185186386108398,0.8292947048611111,0.8292947048611111,0.8292947048611111,0.14295621092120805,0.05385046824812889,0.19610746204853058,0.19402037000058478,0.18440044835122144,0.20555207966534655,3.918410857518514,2.4665915966033936,5.311498165130615,0.8292947048611111,0.8292947048611111,0.8292947048611111,0.19486479046832375,0.1791405572410334,0.2030524900693437,3.9193926652272544,2.467832088470459,5.311498165130615,0.5694564844148978,0.43575418994413406,0.7005988023952096,0.11891507747662257,0.10619977037887486,0.13181332383327396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26085591830533966,coarse_plane
d325_t1.48_ox16_oy0_r0,325.0,1.475,16.0,0.0,0,104.33333333333333,103.0,106.0,386.3333333333333,385.0,388.0,0.2600707064072291,0.16463415324687958,0.36944788694381714,0.5323249249076967,0.4957814584524416,0.5592903941588881,5.834552923838298,3.960083484649658,6.924217700958252,0.8291764322916667,0.8291764322916667,0.8291764322916667,0.2284932235876719,0.13433250784873962,0.2889575958251953,0.1688471054314381,0.1395055545276179,0.198040488431082,2.848539193471273,1.461897850036621,3.5925145149230957,0.8291764322916667,0.8291764322916667,0.8291764322916667,0.18142200776102957,0.14608915386741422,0.23293298319846556,2.849054495493571,1.4634437561035156,3.5925145149230957,0.6468368825653664,0.5208333333333334,0.8059701492537313,0.10552488999181216,0.08495981630309989,0.1361392569498571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26075073549763567,coarse_plane
d350_t1.48_ox16_oy0_r0,350.0,1.475,16.0,0.0,0,104.33333333333333,103.0,106.0,386.3333333333333,385.0,388.0,0.25963427623112995,0.1640470027923584,0.3610987961292267,0.539259835696385,0.49073591534584504,0.564920490562971,5.9334635734558105,4.075141429901123,8.150699615478516,0.8363682725694445,0.8363682725694445,0.8363682725694445,0.2407441039880117,0.1592525839805603,0.33827847242355347,0.18444541523419444,0.15894483985915586,0.21311939373006347,2.4701027075449624,1.4166266918182373,3.390238046646118,0.8363682725694445,0.8363682725694445,0.8363682725694445,0.1942385614275225,0.14865912470399945,0.24350535627719821,2.4705822467803955,1.4180653095245361,3.390238046646118,0.6804513235288722,0.568904593639576,0.8229166666666666,0.113349354909423,0.08550053437833986,0.14289425824889582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26070841464659045,coarse_plane
d300_t1.48_ox14_oy4_r0,300.0,1.475,14.0,4.0,0,104.33333333333333,103.0,106.0,386.3333333333333,385.0,388.0,0.25907554229100543,0.16086578369140625,0.3828717768192291,0.5289328414557777,0.5014312590621054,0.5600617436995541,5.642754475275676,3.73435378074646,7.039615154266357,0.8296929253472222,0.8296929253472223,0.8296929253472223,0.2767942895491918,0.2165251523256302,0.33156058192253113,0.16282200135966804,0.13057620179065926,0.1836640792533687,2.005444963773092,1.0718964338302612,2.5116450786590576,0.8296929253472222,0.8296929253472223,0.8296929253472223,0.18063827590364082,0.11571813609968379,0.22163826113071552,2.0063595374425254,1.0718964338302612,2.5116450786590576,0.7975487698900242,0.7058823529411765,0.918552036199095,0.10304121934474457,0.06257175660160735,0.13145707160669753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2606975713073223,coarse_plane
d300_t1.43_ox8_oy0_r0,300.0,1.425,8.0,0.0,0,104.33333333333333,103.0,106.0,386.3333333333333,385.0,388.0,0.2577662467956543,0.16851073503494263,0.3553165793418884,0.5406381451173671,0.4906856785143737,0.5691077771378787,5.6557079156239825,3.902679204940796,7.271144866943359,0.8355208333333334,0.8355208333333334,0.8355208333333334,0.2288955052693685,0.14802300930023193,0.33016031980514526,0.19285094864636756,0.17474646681939043,0.2233505596483107,2.6538297732671103,1.7011691331863403,3.492689847946167,0.8355208333333334,0.8355208333333334,0.8355208333333334,0.19377781572400912,0.15950251467928547,0.23967307697657406,2.655712842941284,1.702554702758789,3.492689847946167,0.6710962485419008,0.5878378378378378,0.7959866220735786,0.11327724250719894,0.09226932668329177,0.1410756040530008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2605527973439792,coarse_plane
d300_t1.45_ox8_oy4_r0,300.0,1.45,8.0,4.0,0,104.33333333333333,103.0,106.0,386.3333333333333,385.0,388.0,0.25985753039518994,0.15379591286182404,0.36758166551589966,0.5424967738774703,0.4929407991916368,0.567333243619343,6.063674608866374,3.9300780296325684,7.936741828918457,0.8398828125,0.8398828125,0.8398828125,0.2631419648726781,0.18260303139686584,0.3961451053619385,0.18296777648407583,0.16391932199448997,0.19573302665622605,1.5806218385696411,1.4824836254119873,1.6869328022003174,0.8398828125,0.8398828125,0.8398828125,0.19752630763858603,0.18699284726813728,0.21567820164658683,1.5811030467351277,1.4824836254119873,1.6883764266967773,0.8203146447048887,0.7700348432055749,0.85,0.11249774610786407,0.10505166475315729,0.12540078375489846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2604766368177945,coarse_plane
