aligned_id,sequence,split,category,subcategory,strategy,dark_mean,calibration_file,lwir_calib_width,lwir_calib_height,plane_depth_mm,lwir_cx_offset,lwir_cy_offset,t_scale,valid_ratio,residual_dx,residual_dy,residual_refine_accepted,raw_lwir_to_rgb_baseline_ncc,raw_lwir_to_rgb_baseline_edge_distance,raw_lwir_to_rgb_calibrated_ncc,raw_lwir_to_rgb_calibrated_edge_distance,raw_lwir_to_rgb_calibrated_mi,raw_lwir_to_rgb_ncc_gain,raw_lwir_to_rgb_edge_distance_gain,fusion_entropy_gain_vs_raw_rgb,fusion_avg_gradient_gain_vs_raw_rgb,fusion_mi_with_lwir,fusion_mi_with_raw_rgb,fusion_mean_abs_change_vs_raw_rgb,fusion_alpha_mean,fusion_alpha_coverage,quad,five_panel,edge_review
103,385,test,Fruit,Lemon,calibration_plane,1.927306857638889,calibration\def_stereocalib_THERM.yml,1280.0,720.0,350.0,20.0,0.0,1.45,0.8324164496527777,0,0,False,-0.10151652991771698,21.766035079956055,0.3098401129245758,3.5581791400909424,0.1745957983156639,0.4113566428422928,18.207855939865112,1.3914443463348443,21.609352350234985,0.2298690389046871,0.6142870009845504,25.96259117126465,0.0021580460015684366,0.008511284722222222,darklight_mm5\outputs_calibration_plane\quads\dl_plane_s103_quad.png,darklight_mm5\outputs_calibration_plane\five_panels\dl_plane_s103_p5.png,darklight_mm5\outputs_calibration_plane\edge_reviews\dl_plane_s103_edge_rev.png
104,386,val,Fruit,Lemon,calibration_plane,1.8978743489583334,calibration\def_stereocalib_THERM.yml,1280.0,720.0,350.0,20.0,0.0,1.45,0.8324164496527777,0,0,False,-0.20513519644737244,27.880531311035156,0.1519041210412979,3.0996735095977783,0.13987699103390586,0.35703931748867035,24.780857801437378,1.3877857052980946,21.641302943229675,0.22448964485760353,0.6076055386513913,26.04062843322754,0.0015299692749977112,0.008491753472222223,darklight_mm5\outputs_calibration_plane\quads\dl_plane_s104_quad.png,darklight_mm5\outputs_calibration_plane\five_panels\dl_plane_s104_p5.png,darklight_mm5\outputs_calibration_plane\edge_reviews\dl_plane_s104_edge_rev.png
106,388,test,Fruit,Lemon,calibration_plane,1.7739485677083333,calibration\def_stereocalib_THERM.yml,1280.0,720.0,350.0,20.0,0.0,1.45,0.8324164496527777,0,0,False,-0.2080843299627304,29.725746154785156,0.2592446506023407,1.4198894500732422,0.19969019672830235,0.4673289805650711,28.305856704711914,1.3790031353100214,21.57618761062622,0.22430293206744875,0.5813906138730243,25.024070739746094,0.001797424047254026,0.009535590277777778,darklight_mm5\outputs_calibration_plane\quads\dl_plane_s106_quad.png,darklight_mm5\outputs_calibration_plane\five_panels\dl_plane_s106_p5.png,darklight_mm5\outputs_calibration_plane\edge_reviews\dl_plane_s106_edge_rev.png
