sample,aligned_id,sequence,pipeline,stage,ncc,edge_distance,valid_ratio,score,plane_depth_mm,residual_dx,residual_dy,refine_accepted
103_seq385,103,385,raw_lwir_to_raw_rgb1,fit_cover_baseline,-0.10151652991771698,21.766035079956055,0.99921875,-0.2321127403974533,,,,
103_seq385,103,385,raw_lwir_to_raw_rgb1,calibration_plane_initial,0.3207895755767822,3.729097366333008,0.8336512586805556,0.32524942083192104,325.0,,,
103_seq385,103,385,raw_lwir_to_raw_rgb1,bounded_translation_refine,0.3666345179080963,2.882617473602295,0.8336512586805556,0.37717251409091057,,2,-2,True
104_seq386,104,386,raw_lwir_to_raw_rgb1,fit_cover_baseline,-0.20513519644737244,27.880531311035156,0.99921875,-0.3724183843135834,,,,
104_seq386,104,386,raw_lwir_to_raw_rgb1,calibration_plane_initial,0.14932025969028473,2.9075798988342285,0.8336512586805556,0.1553788825973768,325.0,,,
104_seq386,104,386,raw_lwir_to_raw_rgb1,bounded_translation_refine,0.18424658477306366,2.2679288387298584,0.8336512586805556,0.19434476203896442,,2,-2,True
106_seq388,106,388,raw_lwir_to_raw_rgb1,fit_cover_baseline,-0.2080843299627304,29.725746154785156,0.99921875,-0.3864388068914414,,,,
106_seq388,106,388,raw_lwir_to_raw_rgb1,calibration_plane_initial,0.23875899612903595,1.4213368892669678,0.8336512586805556,0.26204945150932013,325.0,,,
106_seq388,106,388,raw_lwir_to_raw_rgb1,bounded_translation_refine,0.23875899612903595,1.4213368892669678,0.8336512586805556,0.26204945150932013,,0,0,False
