sample_id,candidate,raw_score,raw_symmetric_edge_distance,eval_edge,phase29_selector_eligible,phase29_selector_rejection,phase29_selector_adjusted_score,phase29_selector_rule,phase29_selector_shift_delta_dx,phase29_selector_shift_delta_dy,phase29_selector_shift_l1,phase29_selector_raw_improvement,phase29_selector_edge_growth,phase29_selector_support_ratio,phase29_selector_target_edge_gain,phase29_selector_target_p90_gain,phase29_selector_context_edge_delta,phase29_selector_version_effective,phase29_selector_reliability_gate,phase29_selector_v9_note
302_seq588,p29_baseline,13.640401287386068,6.031586945056915,2.5895707607269287,False,,13.640401287386068,v6_baseline,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,v6,strict,v6 baseline row; aligned metrics are not used for selection.
302_seq588,p29_raw_shift_dx3p5_dy1p0_fill,13.427315487761637,5.933375179767609,2.6528189182281494,False,raw improvement 0.2131 is below 0.6000,13.477315487761638,generic_block,0.0,-1.0,1.0,0.2130857996244302,1.0,1.0,0.127394437789917,0.27034997940063477,-0.09821176528930664,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
302_seq588,p29_raw_shift_dx4p5_dy1p0_fill,13.333170901699482,5.908224701881409,2.5919241905212402,False,raw improvement 0.3072 is below 0.6000,13.433170901699482,generic_block,1.0,-1.0,2.0,0.30723038568658545,1.0013736263736264,1.0,0.16479724645614624,0.47749996185302734,-0.12336224317550659,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
302_seq588,p29_raw_shift_dx2p5_dy2p0_fill,13.743746184313787,6.076066732406616,2.937553644180298,False,raw improvement -0.1033 is below 0.6000,13.793746184313788,generic_block,-1.0,0.0,1.0,-0.10334489692771953,1.0068681318681318,1.0,-0.061280667781829834,-0.20714998245239258,0.04447978734970093,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
302_seq588,p29_raw_shift_dx4p5_dy2p0_fill,13.532897305862619,5.984996497631073,2.3938634395599365,False,raw improvement 0.1075 is below 0.6000,13.58289730586262,generic_block,1.0,0.0,1.0,0.10750398152344864,0.9972527472527473,1.0,0.06179988384246826,0.1614999771118164,-0.046590447425842285,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
302_seq588,p29_raw_shift_dx2p5_dy3p0_fill,14.006232819001845,6.211588084697723,2.9479618072509766,False,raw improvement -0.3658 is below 0.6000,14.106232819001844,generic_block,-1.0,1.0,2.0,-0.3658315316157772,1.0013736263736264,1.0,-0.2294992208480835,-0.45994997024536133,0.1800011396408081,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
302_seq588,p29_raw_shift_dx3p5_dy3p0_fill,13.898104260280904,6.1605530977249146,2.595273733139038,False,raw improvement -0.2577 is below 0.6000,13.948104260280905,generic_block,0.0,1.0,1.0,-0.2577029728948368,1.0054945054945055,1.0,-0.15961915254592896,-0.31600046157836914,0.12896615266799927,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
302_seq588,p29_raw_shift_dx4p5_dy3p0_fill,13.769832162647186,6.1048054695129395,2.320918321609497,False,raw improvement -0.1294 is below 0.6000,13.869832162647185,generic_block,1.0,1.0,2.0,-0.12943087526111796,1.0,1.0,-0.08641785383224487,-0.27034997940063477,0.07321852445602417,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
302_seq588,p29_raw_shift_dx3p0_dy2p0_fill,13.66740236798077,6.061867296695709,2.723311185836792,False,raw improvement -0.0270 is below 0.6000,13.69240236798077,generic_block,-0.5,0.0,0.5,-0.027001080594702742,1.0054945054945055,1.0,-0.03793168067932129,-0.06319999694824219,0.030280351638793945,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
302_seq588,p29_raw_shift_dx4p0_dy2p0_fill,13.584877223725499,6.0219966173172,2.4959282875061035,False,raw improvement 0.0555 is below 0.6000,13.6098772237255,generic_block,0.5,0.0,0.5,0.0555240636605685,1.0054945054945055,1.0,0.018779218196868896,0.0807499885559082,-0.009590327739715576,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
302_seq588,p29_raw_shift_dx3p5_dy1p5_fill,13.549163207834006,5.985120058059692,2.6679346561431885,False,raw improvement 0.0912 is below 0.6000,13.574163207834006,generic_block,0.0,-0.5,0.5,0.09123807955206154,0.9917582417582418,1.0,0.07116657495498657,0.18222260475158691,-0.0464668869972229,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
302_seq588,p29_raw_shift_dx3p5_dy2p5_fill,13.765214137298809,6.080006957054138,2.5947811603546143,False,raw improvement -0.1248 is below 0.6000,13.79021413729881,generic_block,0.0,0.5,0.5,-0.12481284991274144,0.9931318681318682,1.0,-0.06009918451309204,-0.20714998245239258,0.0484200119972229,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
