sample_id,candidate,raw_score,raw_symmetric_edge_distance,eval_edge,phase29_selector_eligible,phase29_selector_rejection,phase29_selector_adjusted_score,phase29_selector_rule,phase29_selector_shift_delta_dx,phase29_selector_shift_delta_dy,phase29_selector_shift_l1,phase29_selector_raw_improvement,phase29_selector_edge_growth,phase29_selector_support_ratio,phase29_selector_target_edge_gain,phase29_selector_target_p90_gain,phase29_selector_context_edge_delta,phase29_selector_version_effective,phase29_selector_reliability_gate,phase29_selector_v9_note
050_seq332,p29_baseline,20.263074941720543,9.282610982656479,5.4010233879089355,False,,20.263074941720543,v6_baseline,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,v6,strict,v6 baseline row; aligned metrics are not used for selection.
050_seq332,p29_depth_conservative,19.759629978815045,8.96581444144249,8.666044235229492,False,depth/reflection/edge guard candidates are diagnostic-only by default,19.759629978815045,diagnostic_guard_block,0.0,0.0,0.0,0.5034449629054976,0.9986962190352021,0.9023970967433865,0.1945701241493225,0.3230257034301758,-0.31679654121398926,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
050_seq332,p29_reflection_guard,19.733813374981125,8.96581444144249,8.666044235229492,False,depth/reflection/edge guard candidates are diagnostic-only by default,19.733813374981125,diagnostic_guard_block,0.0,0.0,0.0,0.529261566739418,0.9986962190352021,0.904975647025117,0.1945701241493225,0.3230257034301758,-0.31679654121398926,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
050_seq332,p29_small_target_guard,18.434785831193174,7.69058421254158,4.71638298034668,True,,18.654785831193173,small_target_guard,0.0,0.0,0.0,1.8282891105273684,1.11864406779661,1.0496609683888836,1.4430943429470062,3.828775405883789,-1.5920267701148987,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
050_seq332,p29_edge_contamination_guard,19.75469549099939,8.96581444144249,8.666044235229492,False,depth/reflection/edge guard candidates are diagnostic-only by default,19.75469549099939,diagnostic_guard_block,0.0,0.0,0.0,0.5083794507211543,0.9986962190352021,0.9050711488874033,0.1945701241493225,0.3230257034301758,-0.31679654121398926,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
050_seq332,p29_v9_support_gated,17.234672961833514,12.0,1.5722495317459106,False,v9 reflection support-gated candidate has too few retained LWIR edges,10.60175,v9_reflection_block,0.0,0.0,0.0,3.028401979887029,0.0,0.14000573011173717,-4.611368387937546,4.8020249009132385,2.717389017343521,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
050_seq332,p29_v9_support_gated_tight,18.869902868046353,12.0,1.6432180404663086,False,v9 support candidate mode is diagnostic-only unless a dedicated raw/depth gate allows it,10.57601,v9_mode_block,0.0,0.0,0.0,1.3931720736741902,0.0,0.3561264444656671,-4.611368387937546,4.8020249009132385,2.717389017343521,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
050_seq332,p29_v9_target_only,23.0600567142002,12.0,1.5781221389770508,False,v9 target-only mode is reserved for general weak-target scenes,10.61655,v9_target_only_block,0.0,0.0,0.0,-2.7969817724796577,0.0,0.3561264444656671,-4.611368387937546,4.8020249009132385,2.717389017343521,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
050_seq332,p29_v9_depth_thermal,18.773802724813695,8.207567304372787,1.584849238395691,True,,0.3465499999999999,v9_reflection_depth_thermal,0.0,0.0,0.0,1.4892722169068477,1.0495436766623207,1.485435966001337,1.050006091594696,3.5426321029663086,-1.0750436782836914,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
050_seq332,p29_v9_target_silhouette,21.309288346448902,12.0,49.925106048583984,False,v9 silhouette mode is reserved for general target-contamination scenes,10.61655,v9_silhouette_block,0.0,0.0,0.0,-1.046213404728359,0.0,0.14000573011173717,-4.611368387937546,4.8020249009132385,2.717389017343521,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
050_seq332,p29_raw_shift_dx2p5_dy1p0_fill,20.07444454442684,9.102072209119797,5.143642425537109,False,raw improvement 0.1886 is below 0.6000,20.17444454442684,generic_block,-1.0,-1.0,2.0,0.18863039729370357,1.0052151238591918,0.9995224906885685,0.1764659285545349,0.24402141571044922,-0.18053877353668213,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
050_seq332,p29_raw_shift_dx3p5_dy1p0_fill,20.179605514354073,9.190306097269058,5.42032527923584,False,raw improvement 0.0835 is below 0.6000,20.229605514354073,generic_block,0.0,-1.0,1.0,0.08346942736647023,1.001303780964798,0.9990449813771368,0.07567548751831055,0.1281566619873047,-0.09230488538742065,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
050_seq332,p29_raw_shift_dx4p5_dy1p0_fill,20.171650807198372,9.201193124055862,5.7087883949279785,False,raw improvement 0.0914 is below 0.6000,20.271650807198373,generic_block,1.0,-1.0,2.0,0.09142413452217113,1.001303780964798,0.9994269888262821,0.034290850162506104,-0.003504335880279541,-0.08141785860061646,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
050_seq332,p29_raw_shift_dx2p5_dy2p0_fill,20.182952419118287,9.22327771782875,5.4744110107421875,False,raw improvement 0.0801 is below 0.6000,20.232952419118288,generic_block,-1.0,0.0,1.0,0.08012252260225594,1.0039113428943938,1.000286505586859,0.0793856680393219,0.11762332916259766,-0.05933326482772827,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
050_seq332,p29_raw_shift_dx4p5_dy2p0_fill,20.306701806637488,9.298308551311493,5.752229690551758,False,raw improvement -0.0436 is below 0.6000,20.35670180663749,generic_block,1.0,0.0,1.0,-0.043626864916944896,1.0078226857887875,1.0005730111737179,-0.052518755197525024,-0.21943050622940063,0.015697568655014038,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
050_seq332,p29_raw_shift_dx2p5_dy3p0_fill,20.231746280332707,9.306903392076492,5.83729362487793,False,raw improvement 0.0313 is below 0.6000,20.33174628033271,generic_block,-1.0,1.0,2.0,0.03132866138783541,1.0,1.0005730111737179,-0.027605533599853516,0.008775711059570312,0.024292409420013428,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
050_seq332,p29_raw_shift_dx3p5_dy3p0_fill,20.34299502810341,9.396292805671692,5.863849639892578,False,raw improvement -0.0799 is below 0.6000,20.39299502810341,generic_block,0.0,1.0,1.0,-0.07992008638286663,0.9921773142112125,1.0006685130360042,-0.1443178951740265,-0.2791252136230469,0.11368182301521301,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
050_seq332,p29_raw_shift_dx4p5_dy3p0_fill,20.269430135445436,9.308618545532227,6.065908432006836,False,raw improvement -0.0064 is below 0.6000,20.369430135445437,generic_block,1.0,1.0,2.0,-0.006355193724893127,1.0091264667535853,1.0014325279342948,-0.08682045340538025,-0.22294479608535767,0.02600756287574768,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
050_seq332,p29_raw_shift_dx3p0_dy2p0_fill,20.179260011277982,9.26058641076088,5.981429576873779,False,raw improvement 0.0838 is below 0.6000,20.20426001127798,generic_block,-0.5,0.0,0.5,0.08381493044256061,0.9934810951760105,1.0328526406264922,0.007455199956893921,-0.008774757385253906,-0.022024571895599365,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
